Name,Year,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
JU-ON: The Grudge,2009,0.11,0.08,0.01,0.01,0.01
Defender,2002,0.11,0.08,0.02,0,0
Deca Sports DS,2009,0.11,0.08,0.02,0,0.01
The Polar Express,2004,0.11,0.08,0.02,0,0
BMX XXX,2002,0.11,0.08,0.02,0,0
ATV: Quad Frenzy,2005,0.11,0.1,0,0,0.01
Akiba's Trip: Undead & Undressed,2013,0.11,0.05,0.01,0.04,0.01
Backyard NFL Football '10,2009,0.11,0.1,0,0,0.01
The Godfather: Mob Wars,2006,0.11,0.09,0.01,0,0.01
Lady Sia,2001,0.11,0.08,0.03,0,0
Rock Band: Metal Track Pack,2009,0.11,0.05,0.04,0,0.01
Rocky Balboa,2007,0.11,0.01,0.09,0,0.01
The Lord of the Rings: Conquest,2009,0.11,0.09,0.01,0,0.01
PriPara Mezase! Idol Grand Prix No.1!,2015,0.11,0,0,0.11,0
National Geographic Challenge!,2011,0.11,0.08,0.02,0,0.01
Robotech: Invasion,2004,0.11,0.05,0.04,0,0.01
Hole in the Wall: Deluxe Edition,2011,0.11,0.1,0,0,0.01
Dr. Seuss' The Cat in the Hat,2003,0.11,0.08,0.02,0,0
Rogue Warrior,2009,0.11,0.09,0.01,0,0.01
Irozuki Tingle no Koi no Balloon Trip,2009,0.11,0,0,0.11,0
Master of the Monster Lair,2007,0.11,0.1,0,0,0.01
Hellboy: The Science of Evil,2008,0.11,0.1,0,0,0.01
Murdered: Soul Suspect,2014,0.11,0.06,0.04,0,0.01
X-Men: Destiny,2011,0.11,0.08,0.02,0,0.01
Starsky & Hutch,2003,0.11,0.08,0.02,0,0
Final Fantasy I & II,1994,0.11,0,0,0.11,0
Rugby 15,2015,0.11,0.03,0.06,0,0.02
Langrisser IV,1997,0.11,0,0,0.11,0
FoxKids.com Micro Maniacs Racing,2000,0.11,0.06,0.04,0,0.01
Cats & Dogs: The Revenge of Kitty Galore,2010,0.11,0.1,0,0,0.01
Hexen: Beyond Heretic,1997,0.11,0.06,0.04,0,0.01
Arcade Party Pak,1999,0.11,0.06,0.04,0,0.01
Kotoba no Puzzle: Mojipittan Daijiten,2004,0.11,0,0,0.11,0
Yamaha Supercross,2009,0.11,0.1,0,0,0.01
Picross 3D 2,2015,0.11,0,0,0.11,0
Hitman Trilogy,2007,0.11,0.05,0.04,0,0.01
Dragon Quest & Final Fantasy in Itadaki Street Portable,2006,0.11,0,0,0.11,0
Tetris Evolution,2007,0.11,0.08,0.02,0,0.01
Patapon 2,2008,0.11,0,0.03,0.06,0.01
Cabela's Adventure Camp,2011,0.11,0.06,0.03,0,0.02
Attack of the Movies 3D,2010,0.11,0.1,0,0,0.01
Railroad Tycoon II,1999,0.11,0.06,0.04,0,0.01
Angry Birds Star Wars,2013,0.11,0.06,0.04,0,0.01
Hysteria Hospital: Emergency Ward,2009,0.11,0.1,0,0,0.01
The Cheetah Girls: Pop Star Sensations,2007,0.11,0.1,0,0,0.01
Transformer: Rise of the Dark Spark,2014,0.11,0.06,0.03,0,0.01
Kirarin * Revolution: Kira Kira Idol Audition,2006,0.11,0,0,0.11,0
Ranma 1/2: Akanekodan Teki Hihou,1993,0.11,0,0,0.11,0
The BIGS,2007,0.11,0.1,0,0,0.01
Blades of Time,2012,0.11,0.07,0.03,0,0.01
My Boyfriend,2008,0.11,0.1,0,0,0.01
Scribblenauts Unmasked: A DC Comics Adventure,2013,0.11,0.1,0,0,0.01
Victory Zone,1995,0.11,0,0,0.1,0.01
Rengoku: The Tower of Purgatory,2005,0.11,0.1,0,0,0.01
Goal Storm '97,1996,0.11,0.01,0,0.09,0.01
Paws & Claws: Pet Resort,2009,0.11,0.1,0,0,0.01
Dynasty Warriors Advance,2005,0.11,0.08,0.03,0,0
Pachi-Slot Aruze Oukoku 3,2000,0.11,0,0,0.1,0.01
Science Papa,2009,0.11,0.09,0.01,0,0.01
Tournament Pool,2009,0.11,0.1,0,0,0.01
Cabela's North American Adventures,2010,0.11,0.1,0,0,0.01
Aqua Aqua,2000,0.11,0.05,0.04,0,0.01
Viewtiful Joe: Double Trouble!,2005,0.11,0.08,0,0.01,0.01
Tom Clancy's Splinter Cell: Conviction,2010,0.11,0,0.08,0,0.02
Mega Man Zero 4,2005,0.11,0.08,0.03,0,0
Black Bass with Blue Marlin,1999,0.11,0.06,0.04,0,0.01
Mega Man Battle Network 5: Double Team DS (JP sales),2005,0.11,0,0,0.11,0
Utawarerumono: Chiriyukusha e no Komoriuta,2006,0.11,0,0,0.11,0
Hyper Formation Soccer,1995,0.11,0,0,0.1,0.01
Tiger Woods PGA Tour 06,2005,0.11,0.08,0.02,0,0
Jupiter Strike,1994,0.11,0.06,0.04,0,0.01
Sudokuro,2007,0.11,0.1,0,0,0.01
BlazBlue: Continuum Shift II,2011,0.11,0.05,0.01,0.04,0.01
Saigo no Yakusoku no Monogatari,2011,0.11,0,0,0.11,0
The Book of Unwritten Tales,2009,0.11,0,0.08,0,0.02
Metal Gear Solid Integral,1999,0.11,0,0,0.1,0.01
Naruto Shippuden 3D: The New Era,2011,0.11,0,0.04,0.06,0.01
FIFA World Cup Germany 2006,2006,0.11,0.1,0,0,0.01
Disney's Chicken Little: Ace In Action,,0.11,0.1,0,0,0.01
Lego Star Wars: The Force Awakens,2016,0.11,0.04,0.06,0,0.01
Reign of Fire,2002,0.11,0.08,0.02,0,0
Rock Band Track Pack: Classic Rock,2009,0.11,0.1,0,0,0.01
Rock Revolution,2008,0.11,0.1,0,0,0.01
Big League Sports: Summer,2009,0.11,0.1,0,0,0.01
Tom Clancy's HAWX 2,2010,0.11,0.07,0.03,0,0.01
Sakura Wars,2000,0.11,0,0,0.11,0
Jampack Volume 14 (RP-T),2006,0.11,0.05,0.04,0,0.01
Pro Yakyuu Team o Tsukurou! 2,2009,0.11,0,0,0.11,0
Mace Griffin: Bounty Hunter,2003,0.11,0.08,0.02,0,0
Martian Gothic: Unification,2001,0.11,0.06,0.04,0,0.01
Woody Woodpecker Racing,1999,0.11,0.06,0.04,0,0.01
Final Fantasy XII International Zodiac Job System,2007,0.11,0,0,0.11,0
Barbie in The 12 Dancing Princesses,2007,0.11,0.09,0.01,0,0.01
Fight Club,2004,0.11,0.08,0.02,0,0
Carnage Heart,1995,0.11,0.01,0.01,0.09,0.01
"Grand Theft Auto: Mission Pack #1, London 1969",1998,0.11,0.06,0.04,0,0.01
Kamen Rider: Climax Heroes,2009,0.11,0,0,0.11,0
Robotics;Notes,2012,0.11,0,0,0.11,0
Disney Channel Collection Vol. 1,2004,0.11,0.08,0.03,0,0
Total Immersion Racing,2002,0.11,0.05,0.04,0,0.01
Virtual Hydlide,1995,0.11,0,0,0.11,0
World Series of Poker: Tournament of Champions 2007 Edition,2006,0.11,0.1,0,0,0.01
Tales of the World: Reve Unitia,2014,0.11,0,0,0.11,0
Karaoke Revolution,2009,0.11,0.07,0.03,0,0.01
Warriors Orochi 3,2012,0.11,0,0,0.11,0
The Bachelor: The Videogame,2010,0.11,0.1,0,0,0.01
Space Invaders,2002,0.11,0.08,0.03,0,0
BlazBlue: Chrono Phantasma,2014,0.11,0.06,0,0.03,0.02
Digimon Digital Card Battle,1999,0.11,0.06,0.04,0,0.01
Toukiden 2,2016,0.11,0,0,0.11,0
Earth Defense Force 2: Invaders from Planet Space,2014,0.11,0.04,0.01,0.04,0.02
Kuroko's Basketball: Miracle Game,2012,0.11,0,0,0.11,0
Dreamer Series: Top Model,2009,0.11,0.1,0,0,0.01
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,2006,0.11,0,0,0.11,0
Shovel Knight,2015,0.11,0.06,0.04,0,0.01
Yuusha no Kuse ni Namaikida Or 3D,2010,0.11,0,0,0.11,0
The First Templar,2011,0.11,0.06,0.04,0,0.01
X-Men: The Official Game,2006,0.11,0.1,0,0,0.01
Dead to Rights II,2005,0.11,0.08,0.02,0,0
Petz Fashion: Dogz & Catz,2009,0.11,0.1,0,0,0.01
Project: Horned Owl,1995,0.11,0.03,0.02,0.05,0.01
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,2012,0.11,0,0,0.11,0
Child of Light,2014,0.11,0,0.07,0.02,0.02
SingStar Guitar,2010,0.11,0,0.08,0,0.02
Dragon Ball Z Super Gokuden: Kakusei-Hen,1995,0.11,0,0,0.11,0
Help Wanted: 50 Wacky Jobs,2008,0.11,0.06,0.04,0,0.01
Busou Shinki: Battle Masters Mk. 2,2011,0.11,0,0,0.11,0
Cabela's Dangerous Hunts 2,2005,0.11,0.08,0.02,0,0
Fairy Tail: Portable Guild,2010,0.11,0,0,0.11,0
Champion Jockey: G1 Jockey & Gallop Racer,2011,0.11,0.05,0.04,0.01,0.01
SimCity 2000,2003,0.11,0.08,0.03,0,0
Brunswick Circuit Pro Bowling 2,2000,0.11,0.06,0.04,0,0.01
D,1995,0.11,0,0,0.1,0.01
Winning Eleven: Pro Evolution Soccer 2007,2006,0.1,0.09,0,0,0.01
Ennichi no Tatsujin,2006,0.1,0,0,0.1,0
Squinkies 2: Adventure Mall Surprize!,2011,0.1,0.1,0,0,0.01
Wizardry VI: Bane of the Cosmic Forge,1995,0.1,0,0,0.1,0
Power Pocket Koushien,2005,0.1,0,0,0.1,0
Gravity Games Bike: Street Vert Dirt,2002,0.1,0.05,0.04,0,0.01
Contact,2006,0.1,0.07,0,0.03,0.01
Pro Yaky? Spirits 2010,2010,0.1,0,0,0.1,0
Princess Debut,2008,0.1,0.1,0,0,0.01
My First Dollhouse,2010,0.1,0.1,0,0,0.01
Cloudy With a Chance of Meatballs,2009,0.1,0.09,0.01,0,0.01
Family Party: 30 Great Games,2008,0.1,0.09,0.01,0,0.01
Top Spin,2005,0.1,0.05,0.04,0,0.01
Derby Stallion P,2006,0.1,0,0,0.1,0
Kenka Bancho Bros: Tokyo Battle Royale,2012,0.1,0,0,0.1,0
UFC: Tapout 2,2003,0.1,0.08,0.02,0,0
Adventure Time: Finn & Jake Investigations,2015,0.1,0.02,0.07,0,0.02
Kamen Rider: Battride War II,2014,0.1,0,0,0.1,0
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,2007,0.1,0,0,0.1,0
Thrillville: Off the Rails,2007,0.1,0.09,0,0,0.01
Imagine: Soccer Captain,2009,0.1,0.1,0,0,0.01
Jikkyou Powerful Pro Yakyuu 10,2003,0.1,0,0,0.1,0
Vexx,2003,0.1,0.08,0.02,0,0
F1 Career Challenge,2003,0.1,0.05,0.04,0,0.01
Taiko no Tatsujin: V Version,2015,0.1,0,0,0.1,0
Pariah,2005,0.1,0.08,0.02,0,0
Cabela's Outdoor Adventures,2005,0.1,0.08,0.02,0,0
Agatha Christie: The ABC Murders,2009,0.1,0.08,0.01,0,0.01
Metal Slug 3,2004,0.1,0.08,0.02,0,0
The Smurfs 2,2013,0.1,0,0.09,0,0.01
Motocross Mania 3,2004,0.1,0.05,0.04,0,0.01
Fatal Frame 2: Wii Edition,2012,0.1,0,0,0.1,0
Dancing on Ice,2010,0.1,0,0.09,0,0.01
Pro Yakyuu Famista DS 2009,2009,0.1,0,0,0.1,0
Banjo-Pilot,2005,0.1,0.07,0.03,0,0
Family Feud: 2012 Edition,2011,0.1,0.1,0,0,0.01
Gallop Racer 2006,2005,0.1,0.02,0.02,0.06,0.01
Army Corps of Hell,2011,0.1,0.05,0.04,0,0.02
Frogger: Ancient Shadow,2005,0.1,0.05,0.04,0,0.01
Digimon Story: Lost Evolution,2010,0.1,0,0,0.1,0
Exit DS,2008,0.1,0.09,0,0.01,0.01
Ski-Doo Snowmobile Challenge,2009,0.1,0.1,0,0,0.01
Universe at War: Earth Assault,2008,0.1,0.09,0.01,0,0.01
Despicable Me: The Game,2010,0.1,0.05,0.04,0,0.01
Metal Arms: Glitch in the System,2003,0.1,0.08,0.02,0,0
The Whispered World,2009,0.1,0,0.08,0,0.02
Tom Clancy's Splinter Cell: Chaos Theory,2005,0.1,0.08,0.02,0,0
Learn Chess,2009,0.1,0.1,0,0,0.01
Happy Feet Two,,0.1,0.09,0.01,0,0.01
Escape From Monkey Island,2001,0.1,0.05,0.04,0,0.01
Leisure Suit Larry: Box Office Bust,2009,0.1,0.06,0.03,0,0.01
The Wolf Among Us,2014,0.1,0.05,0.03,0,0.02
Mickey's Speedway USA (weekly JP sales),2000,0.1,0,0,0.1,0
Who Wants to Be a Millionaire: 3rd Edition,2010,0.1,0.1,0,0,0.01
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,2006,0.1,0,0,0.1,0
Miami Law,2009,0.1,0.1,0,0,0.01
Macross 30: Ginga o Tsunagu Utagoe,2013,0.1,0,0,0.1,0
Kidou Senshi Gundam UC,2012,0.1,0,0,0.1,0
Yu-Gi-Oh! 5D's Wheelie Breakers,2009,0.1,0.09,0.01,0,0.01
Nicktoons: MLB,2011,0.1,0.1,0,0,0.01
Gretzky NHL,2005,0.1,0.1,0,0,0.01
Corvette Evolution GT,2008,0.1,0.1,0,0,0.01
May's Mystery: Forbidden Memories,2011,0.1,0.05,0.04,0,0.01
PictoImage,2007,0.1,0.1,0,0,0.01
Etrian Odyssey II: Heroes of Lagaard,2014,0.1,0,0,0.1,0
Ridge Racer 2,2006,0.1,0,0.03,0.07,0.01
Momotarou Dentetsu 16,2007,0.1,0,0,0.1,0
Igor: The Game,2008,0.1,0.09,0,0,0.01
Dropship: United Peace Force,2002,0.1,0.05,0.04,0,0.01
Road Rash: Jailbreak,2003,0.1,0.07,0.03,0,0
Rome: Total War,2004,0.1,0,0.08,0,0.02
Green Lantern: Rise of the Manhunters,2011,0.1,0.06,0.04,0,0.01
Castlevania: Lords of Shadow 2,2014,0.1,0.02,0.07,0,0.01
Lucha Libre AAA: Heroes del Ring,2010,0.1,0.1,0,0,0.01
Syberia,2003,0.1,0.08,0.02,0,0
G1 Jockey 3,2002,0.1,0.02,0.01,0.07,0
Shrek: Forever After,2010,0.1,0.09,0,0,0.01
Atsumare! Power Pro Kun no DS Koushien,,0.1,0,0,0.1,0
Revolution X,1995,0.1,0.06,0.04,0,0.01
Myst,2007,0.1,0.09,0,0,0.01
Little Battlers eXperience W,2013,0.1,0,0,0.1,0
Riviera: The Promised Land,2004,0.1,0.07,0.03,0,0
Risen 3: Titan Lords,2014,0.1,0.02,0.06,0,0.02
Top Gun: Combat Zones,2004,0.1,0.07,0.03,0,0
Bujingai: The Forsaken City,2003,0.1,0.05,0.04,0,0.01
Doko Demo Issho,2004,0.1,0,0,0.1,0
Alvin and the Chipmunks: The Squeakquel,2009,0.1,0.09,0,0,0.01
The Story of Noah's Ark,2010,0.1,0.1,0,0,0.01
Brooktown High: Senior Year,2007,0.1,0.09,0,0,0.01
Astro Boy: The Video Game,2009,0.1,0.09,0,0,0.01
Zombie Army Trilogy,2015,0.1,0.04,0.05,0,0.01
Beyond Good & Evil,2003,0.1,0.08,0.02,0,0
Blitz: The League II,2008,0.1,0.08,0.01,0,0.01
Death By Degrees,2005,0.1,0.05,0.04,0,0.01
Vandal Hearts II,1999,0.1,0.06,0.04,0,0.01
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,1995,0.1,0,0,0.1,0.01
Samurai Warriors Chronicles 2nd,2012,0.1,0,0,0.1,0
Medal of Honor: Vanguard,2007,0.1,0.06,0.03,0,0.01
Toaru Majutsu no Index,2011,0.1,0,0,0.1,0
Dora's Cooking Club,2010,0.1,0.08,0.01,0,0.01
ESA Game Pack,2010,0.1,0.09,0,0,0.01
America's Next Top Model,2008,0.1,0.1,0,0,0.01
God Eater 2: Rage Burst,2015,0.1,0,0.01,0.09,0
Uta no Prince-Sama: Music,2011,0.1,0,0,0.1,0
UNO / Skip-Bo / UNO Freefall,2006,0.1,0.1,0,0,0.01
Culdcept DS,2008,0.1,0,0,0.1,0
Colin McRae Rally 04,2004,0.1,0.08,0.02,0,0
Monster Jam: Maximum Destruction,2002,0.1,0.07,0.03,0,0
The King of Fighters: Dream Match 1999,1999,0.1,0,0,0.1,0
FIFA Street,2005,0.1,0.08,0.02,0,0
Truth or Lies,2010,0.1,0.04,0.05,0,0.01
Weiss Schwarz Portable,2011,0.1,0,0,0.1,0
Kirarin * Revolution: Mezase! Idol Queen,2007,0.1,0,0,0.1,0
Dungeons & Dragons Tactics,2007,0.1,0.09,0,0,0.01
X-Men: Children of the Atom,1998,0.1,0.06,0.04,0,0.01
Hot Wheels: Stunt Track Challenge,2004,0.1,0.08,0.02,0,0
Dora & Kai-Lan's Pet Shelter,2011,0.1,0.08,0.01,0,0.01
DJ Max Fever,2009,0.1,0.09,0,0,0.01
Math Blaster in the Prime Adventure,2009,0.1,0.09,0,0,0.01
Football Director DS,2008,0.1,0,0.1,0,0
Shellshock,1995,0.1,0.06,0.04,0,0.01
Blue Stinger,1999,0.1,0,0,0.1,0
Yggdra Union: We'll Never Fight Alone,2008,0.1,0.05,0,0.04,0.01
The Destiny of Zorro,2009,0.1,0.1,0,0,0.01
Hot Wheels Ultimate Racing,2007,0.1,0.09,0,0,0.01
Capcom vs. SNK 2 EO,2003,0.1,0.08,0.02,0,0
Inazuma Eleven GO Strikers 2013,2012,0.1,0,0,0.1,0
Metal Gear Solid HD Edition,2011,0.1,0,0,0.1,0
Hunter: The Reckoning,2002,0.1,0.08,0.02,0,0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,2007,0.1,0,0,0.1,0
Urban Chaos,1999,0.1,0.06,0.04,0,0.01
Creeper World 3: Arc Eternal,2009,0.1,0,0,0.1,0
Monkey Mischief! Party Time,2008,0.1,0.09,0,0,0.01
Draglade,2007,0.1,0.09,0,0,0.01
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,2007,0.1,0,0,0.1,0
Water Sports,2009,0.1,0.05,0.04,0,0.01
Freaky Flyers,2003,0.1,0.05,0.04,0,0.01
Baten Kaitos Origins,2006,0.1,0.06,0.02,0.02,0
E·O·E: Eve of Extinction,2002,0.1,0.04,0.03,0.02,0.01
Pro Evolution Soccer 2016,2015,0.1,0.03,0.06,0,0.01
Dark Summit,2001,0.1,0.08,0.02,0,0
Penguin no Mondai: The World,2010,0.1,0,0,0.1,0
My Healthy Cooking Coach,,0.1,0.09,0,0,0.01
Yaiba: Ninja Gaiden Z,2014,0.1,0.05,0.04,0,0.02
Flushed Away,2006,0.1,0.09,0,0,0.01
Surf's Up,2007,0.1,0.09,0,0,0.01
Hakuouki Portable,2009,0.1,0,0,0.1,0
NHL 2004,2003,0.1,0.08,0.02,0,0
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,2009,0.1,0.09,0.01,0,0.01
Cabela's Adventure Camp,2011,0.1,0.07,0.02,0,0.01
KORG DS-10 Synthesizer Plus,2009,0.1,0.08,0,0.02,0.01
World Snooker Championship 2007,2007,0.1,0,0.1,0,0
X-Men: The Official Game,2006,0.1,0.08,0.02,0,0
RLH: Run Like Hell,2002,0.1,0.05,0.04,0,0.01
Digimon Adventure,2013,0.1,0,0,0.1,0
Doom 3,2004,0.1,0.05,0.04,0,0.01
The Ant Bully,2006,0.1,0.05,0.04,0,0.01
Conflict: Global Terror,2005,0.1,0.08,0.02,0,0
Minority Report: Everybody Runs,2002,0.1,0.08,0.02,0,0
Monster Rancher EVO,2005,0.1,0.02,0.02,0.05,0.01
Project Hacker: Kakusei,2006,0.1,0,0,0.1,0
Pajama Sam: Don't Fear The Dark,2008,0.1,0.09,0,0,0.01
GRID Autosport,2014,0.1,0.03,0.06,0,0.01
World Series of Poker 2008: Battle for the Bracelets,2007,0.1,0.08,0.01,0,0.01
Wasteland 2,2015,0.1,0.07,0,0.01,0.02
Guitar Hero: Van Halen,2009,0.1,0.05,0.04,0,0.01
Olympic Summer Games: Atlanta 1996,1996,0.1,0.06,0.04,0,0.01
Little League World Series Baseball 2008,2008,0.1,0.09,0,0,0.01
Disney's The Haunted Mansion,2003,0.1,0.08,0.02,0,0
Tatsunoko vs. Capcom: Cross Generation of Heroes,2008,0.1,0,0,0.1,0
Alvin and the Chipmunks: Chipwrecked,2011,0.1,0.08,0.01,0,0.01
Darius Gaiden,1995,0.1,0,0,0.1,0
All Kamen Rider: Rider Generation 2,2012,0.1,0,0,0.1,0
Beach Spikers: Virtua Beach Volleyball,2002,0.1,0.08,0.02,0,0
Total War: WARHAMMER,2016,0.1,0,0.1,0,0.01
Tom Clancy's Ghost Recon: Predator,2010,0.1,0.07,0.02,0,0.02
You Don't Know Jack: Mock 2,2000,0.1,0.06,0.04,0,0.01
Blue Dragon: Awakened Shadow,2009,0.1,0.06,0,0.03,0
3D Tank Warfare Simulator Panzer Front,1999,0.1,0.06,0.04,0,0.01
[Prototype 2],2012,0.1,0.07,0.02,0,0.01
NASCAR The Game: Inside Line,2012,0.1,0.09,0,0,0.01
Sudoku Mania,2006,0.1,0.09,0,0,0.01
Blades of Time,2012,0.1,0.04,0.03,0.01,0.01
Rolling Stone: Drum King,2009,0.1,0.09,0,0,0.01
Jade Cocoon 2,2001,0.1,0.05,0.04,0,0.01
Lord of Apocalypse,2011,0.1,0,0,0.1,0
Bejeweled Twist,2010,0.1,0,0.09,0,0.01
Rock Band 3,2010,0.1,0.09,0.01,0,0.01
Kabushiki Baibai Trainer: Kabutore!,2006,0.1,0,0,0.1,0
Sword & Sorcery,1996,0.1,0,0,0.1,0
Van Helsing,2004,0.1,0.07,0.03,0,0
NFL Tour,2008,0.1,0.09,0,0,0.01
Bee Movie Game,2007,0.1,0.05,0.04,0,0.01
NBA Live 16,2015,0.1,0.08,0.01,0,0.01
Spider-Man: Web of Shadows,2008,0.1,0.09,0,0,0.01
Bullet Witch,2006,0.1,0.07,0.01,0.02,0.01
USA Today Puzzle Craze,2009,0.1,0.09,0,0,0.01
Machi-Ing Maker 3 x Tousouchuu,2010,0.1,0,0,0.1,0
Kelly Slater's Pro Surfer,2002,0.1,0.08,0.02,0,0
SNK vs. Capcom: SVC Chaos,2004,0.1,0.08,0.02,0,0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,2005,0.1,0.05,0.04,0,0.01
Choujikuu Yousai Macross: Ai Oboete Imasu ka,1997,0.1,0,0,0.1,0
Vanishing Point,2001,0.1,0.06,0.04,0,0.01
SCORE International Baja 1000: The Official Game,2008,0.1,0.09,0,0,0.01
Dragonseeds,1998,0.1,0.03,0.02,0.04,0.01
The Bard's Tale,2004,0.1,0.08,0.02,0,0
Opoona,2007,0.1,0.08,0,0.01,0.01
Big League Sports,2008,0.1,0.09,0.01,0,0.01
nail'd,2010,0.1,0.08,0.02,0,0.01
Nodame Cantabile,2007,0.1,0,0,0.1,0
Alien Hominid,2004,0.1,0.05,0.04,0,0.01
Record of Agarest War Zero,2010,0.1,0.09,0,0,0.01
L'Aigle de Guerre,2001,0.1,0,0,0.1,0
Jeopardy!,1998,0.1,0.08,0.02,0,0
Disney's Donald Duck: Goin' Quackers,2000,0.1,0.08,0.02,0,0
Aidyn Chronicles: The First Mage,2001,0.1,0.08,0.02,0,0
Aquapazza: Aquaplus Dream Match,2012,0.1,0.05,0,0.05,0.01
Virtual Pool 64,1998,0.1,0.08,0.02,0,0
Indy Racing 2000,2000,0.1,0.08,0.02,0,0
Flying Dragon,1997,0.1,0.08,0.02,0,0
International Superstar Soccer 64 (weekly JP sales),1997,0.1,0,0,0.05,0.05
Lode Runner 3-D,1998,0.1,0.08,0.02,0,0
The History Channel: Civil War - Secret Missions,2008,0.1,0.09,0,0,0.01
GT64 Championship Edition,1998,0.1,0.08,0.02,0,0
Milo's Astro Lanes,1998,0.1,0.08,0.02,0,0
Gekido,1999,0.1,0.06,0.04,0,0.01
Harry Potter and the Deathly Hallows - Part 1,2010,0.1,0.08,0.02,0,0.01
Fifi and the Flowertots,2009,0.1,0,0.09,0,0.01
Disney's The Jungle Book,2002,0.1,0.07,0.03,0,0
King of Clubs: Mini Golf,2008,0.1,0.09,0,0,0.01
Ultimate Marvel vs. Capcom 3,2011,0.1,0,0.04,0.04,0.01
Cate West: The Vanishing Files,2008,0.1,0.08,0.01,0,0.01
Army Men World War: Team Assault,2001,0.1,0.06,0.04,0,0.01
Tom Clancy's Splinter Cell,2003,0.1,0.07,0.03,0,0
Harry Potter and the Deathly Hallows - Part 2,2011,0.1,0.05,0.04,0,0.01
NHL 2K6,2005,0.1,0.09,0,0,0.01
Marvel vs. Capcom: Clash of Super Heroes,1999,0.1,0,0,0.1,0
NBA Ballers: Rebound,2006,0.1,0.09,0,0,0.01
King's Field: The Ancient City,2001,0.1,0.05,0.04,0,0.01
LEGO Rock Raiders,1999,0.1,0.06,0.04,0,0.01
Silent Scope Complete,2004,0.1,0.07,0.02,0,0
Digimon All-Star Rumble,2014,0.1,0.06,0.03,0,0.02
Ghost in the Shell,1997,0.1,0.06,0.04,0,0.01
Atelier Sophie: The Alchemist of the Mysterious Book,2015,0.1,0.01,0.02,0.06,0.01
Marvel Super Hero Squad: The Infinity Gauntlet,2011,0.1,0.07,0.02,0,0.01
Evil Dead: Fistfull of Boomstick,2003,0.1,0.07,0.02,0,0
Tom Clancy's Classic Trilogy,2004,0.1,0.07,0.02,0,0
Harvest Moon DS Cute (jp sales),2005,0.1,0,0,0.1,0
Bleach: Dark Souls (JP sales),2007,0.1,0,0,0.1,0
Indigo Prophecy,2005,0.1,0.07,0.03,0,0
NASCAR '14,2014,0.1,0.09,0,0,0.01
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,2007,0.1,0,0,0.1,0
Over the Hedge,2006,0.1,0.07,0.02,0,0
Sneakers,2002,0.1,0.07,0.02,0,0
Sword Art Online: Lost Song,2015,0.1,0,0,0.1,0
Crime Crackers,1994,0.1,0,0,0.09,0.01
Earth Defense Force 2025.1: The Shadow of New Despair,2015,0.1,0,0,0.1,0
Pro Evolution Soccer 2013,2012,0.1,0,0.03,0.06,0
Micro Machines V3,1997,0.1,0.06,0.04,0,0.01
Alvin and the Chipmunks: Chipwrecked,2011,0.1,0.08,0.01,0,0.01
College Hoops 2K6,2005,0.1,0.07,0.02,0,0
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",2000,0.1,0,0,0.1,0
NatGeo Challenge! Wild Life,2010,0.1,0.05,0.03,0,0.01
Idol Janshi Suchie-Pai Remix,1995,0.1,0,0,0.1,0
Kung Fu Panda 2,2011,0.1,0.04,0.04,0,0.02
Star Wars: Lethal Alliance,2006,0.1,0.08,0.01,0,0.01
Exhibition Volume 03,2003,0.1,0.07,0.02,0,0
Zero4 Champ RR-Z,1995,0.1,0,0,0.1,0
Initial D: Street Stage,2006,0.1,0,0,0.1,0
Tales of Innocence R,2012,0.1,0,0,0.1,0
Generator Rex: Agent of Providence,2011,0.1,0.07,0.02,0,0.01
Petz Hamsterz Superstarz,2009,0.1,0.09,0,0,0.01
NeverDead,2012,0.1,0.06,0.03,0,0.01
Happy Feet Two,,0.1,0.08,0.01,0,0.01
Age of Empires II: The Age of Kings,1999,0.1,0.01,0.08,0,0.02
"Warhammer 40,000: Dawn of War II - Chaos Rising",2010,0.1,0.08,0.01,0,0.01
Predator: Concrete Jungle,2005,0.1,0.07,0.02,0,0
CSI: Hard Evidence,2007,0.1,0.07,0.02,0,0.01
F1 2014,2014,0.1,0,0.09,0,0.01
Code Lyoko: Quest for Infinity,2007,0.1,0.07,0.02,0,0.01
Fate/hollow ataraxia,2014,0.1,0,0,0.1,0
Lucky * Star: Ryouou Gakuen Outousai,2008,0.1,0,0,0.1,0
Scribblenauts Unmasked: A DC Comics Adventure,2013,0.1,0.09,0,0,0.01
Murder in Venice,2011,0.1,0.06,0.03,0,0.01
Nancy Drew: The Model Mysteries,2010,0.1,0.09,0,0,0.01
